商品ｺｰﾄﾞ,商品名,単位,種別,主仕入先ｺｰﾄﾞ,1
S761045D04401,ﾏｳｽﾋﾟｰｽ箱315x315x315(外寸325x325x330,枚,001,761045,1
S761045D05701,使用しない,,001,761045,1
S761045D05901,箱 新ｴﾌﾟﾛﾝ堰 L=1670,,001,761045,1
S761045D06501,箱1589x155x55 (奥目地用),,001,761045,1
S761045D06901,箱A-7W 2025x180x165(ﾊﾟｲﾌﾟｸｯｼｮﾝ),,001,761045,1
S761045D07101,箱KU-165ﾖｳ ｼｷﾘﾂｷ,,001,761045,1
S761045D07201,円ﾊﾟｯﾄﾞ400φ･ﾐｼﾝ目80φ･穴35φ（200枚,枚,001,761045,1
S761045D07202,円ﾊﾟｯﾄﾞ400φ用外箱（403×403×165H,個,001,761045,1
S761045D07301,内寸115×115×1080L（因幡電機産業用,枚,001,761045,1
S761045D07401,内寸300h×450W×450L（人通孔 巻き,枚,001,761045,1
S761045D07501,ﾀﾞﾝﾎﾞｰﾙｼｰﾄ1100×1100（30枚,枚,001,761045,1
S761045D07502,ﾀﾞﾝﾎﾞｰﾙｼｰﾄ1180×1180（30枚,枚,001,761045,1
S761045D08501,A-17 420X265X370,,001,761045,1
S761045D08601,ﾄﾞﾗﾑ用箱 630X315X460,枚,001,761045,1
S761045D08602,外寸345×345×70H　600枚ロット,枚,001,761045,1
S761045D08603,外寸345×345×70H　75枚最低ロット,枚,001,761045,1
S761045D08604,10ケース入り外箱（2列×5段）60枚,枚,001,761045,1
S761045D08605,10ケース入り外箱（2列×5段）30枚最低,枚,001,761045,1
S761045D08701,ｺｰﾄﾎﾞｰﾙ #6-2 720x100,枚,001,761045,1
S761045D08801,Wｹｰｽ･外寸510X470X340H A式 K5WF 無地,枚,001,761045,1
S761071D00101,ｻﾝｱﾛｰ ATTK41-N1 ｸﾞﾚｰﾍﾞｰｼﾞｭ 200kg～,ｋｇ,001,761071,1
S761071D00102,ｻﾝｱﾛｰ ATTK41-W1 ﾎﾜｲﾄ 200kg～,ｋｇ,001,761071,1
S761071D00103,ｻﾝｱﾛｰ ATTK41-T1 ﾀﾞｰｸﾌﾞﾗｳﾝ 200kg～,ｋｇ,001,761071,1
S761071I00101,SE4545-W2　M,ｋｇ,001,761071,1
S761071I00201,SE151W-W1 M,ｋｇ,001,761071,1
S761071I00301,A-2330-S02 ﾌﾞﾗｯｸ　M,ｋｇ,001,761071,1
S762016I00101,ABSﾌｨﾗﾒﾝﾄ,,001,762016,1
S762016I00102,SBﾌｨﾗﾒﾝﾄ,,001,762016,1
S762016I00103,ﾌｨﾗﾒﾝﾄ MAGIX PVA 30 500g,個,001,762016,1
S764035B00101,G297F Vｸﾘｰﾑ 9-0271,ｋｇ,001,764035,1
S764066I00101,AES117 K-3　7D5750 ﾌﾞﾗｳﾝ 300kg未満,Kg,001,764066,1
S764066I00102,AES117 K-3　7D5750 ﾌﾞﾗｳﾝ 300g以上,Kg,001,764066,1
S764066I00103,AES117 K-3　9D8030 ﾌﾞﾗｯｸ 300kg未満,Kg,001,764066,1
S764066I00104,AES117 K-3　9D8030 ﾌﾞﾗｯｸ 300kg以上,Kg,001,764066,1
S764066I00105,AES117 K-3　CB4310 ｱｲﾎﾞﾘｰ 300kg未満,Kg,001,764066,1
S764066I00106,AES117 K-3　CB4310 ｱｲﾎﾞﾘｰ 300kg以上,Kg,001,764066,1
S764066I00107,AES117 K-3 MADT90 ｼｬｲﾝｸﾞﾚｰ 300kg未満,Kg,001,764066,1
S764066I00108,AES117 K-3 MADT90 ｼｬｲﾝｸﾞﾚｰ 300kg以上,Kg,001,764066,1
S764066I00109,AES117 K-3　OD7960 ﾎﾜｲﾄ 300kg未満,Kg,001,764066,1
S764066I00110,AES117 K-3　OD7960 ﾎﾜｲﾄ 300kg以上,Kg,001,764066,1
S764066I00201,EV-560 NA (ｴﾊﾞﾌﾚｯｸｽ),ｋｇ,001,764066,1
S764066I00301,HZﾐﾘｵﾝ 240S,ｋｇ,001,764066,1
S764066I00401,ﾐﾗｽﾄﾏｰ6030B,ｋｇ,001,764066,1
S764066I00402,ﾐﾗｽﾄﾏｰM2400B,ｋｇ,001,764066,1
S770025I00101,GIMAC社製押出機用ﾋｭｰｽﾞ10x38 10A,個,001,770025,1
S770025I00102,安全ｼﾞｮｲﾝﾄ φ10.2m/m(押出機用部品),個,001,770025,1
S770036I00101,ﾎﾞｲﾗ複合清缶剤 ｻﾑｸﾘﾝ S-123 18kg,ｹｰｽ,001,770036,1
S770036I00102,解体撤去費,,001,770036,1
S770036I00103,建物付属設備費　使用不可,式,001,770036,1
S770045D00101,消費税中間申告書作成報酬(ｼﾝｸ),,001,770045,1
S770045D00102,源泉所得税　使用ｼﾅｲ,,001,770045,1
S770045D00103,住民税･事業税予定申告書作成報酬,,001,770045,1
S770045D00104,990380　一覧式総勘定元帳ﾌｧｲﾙ,冊,001,770045,1
S770045D00107,法人税申告書作成報酬,,001,770045,1
S770045I00101,住民税･事業税予定申告書作成報酬,,001,770045,1
S770045I00102,消費税中間申告書作成報酬,,001,770045,1
S770045I00103,法人税申告作成報酬　使用ｼﾅｲ,,001,770045,1
S770051D00101,ﾆﾄﾑｽﾞ向ﾛｰﾗｰ原料,kg,001,770051,1
S770085D00101,ｸﾘｰﾆﾝｸﾞﾛｰﾗｰ加工,,001,770085,1
S770085D00102,ｼﾘｺﾝﾛｰﾙ溝加工,,001,770085,1
S770085D00103,6P08983 ｸﾘｰﾆﾝｸﾞﾛｰﾗｰ圧入加工 3000ﾛｯﾄ,,001,770085,1
S772025D00101,連続ｽﾘｯﾄ加工用切断機,,001,772025,1
S772031D00101,ﾏｹﾞﾎｰｽ52CH00532,,001,772031,1
S772031D00102,ﾏｹﾞﾎｰｽ52CH00552,,001,772031,1
S772031D00103,ﾏｹﾞﾎｰｽ52CH00732,,001,772031,1
S772031D00201,XC-92-100注入ﾉｽﾞﾙ(ﾍﾉｼﾞ4.2x5.8),,001,772031,1
S772031D00301,DS34（T5012101）軟質塩ビ（1t単位発注,,001,772031,1
S772031D00401,CRｺﾞﾑ 2t×1200×1200ｶｯﾄ,,001,772031,1
S772056I00101,安全靴 Y,足,001,772056,1
S772056I00102,軍手 純綿ｺﾞﾑ8G＃2219 800ｇ(12双入) Y,袋,001,772056,1
S772056I00103,女性用 立体ｶｯﾄ半袖ﾌﾞﾙｿﾞﾝ ｵﾚﾝｼﾞ LL,着,001,772056,1
S772056I00111,58018 ｾｰﾌﾃｨｰｼｭｰｽﾞ 010 ﾌﾞﾗｯｸ,足,001,772056,1
S772056I00112,85102 ｾｰﾌﾃｨｰｼｭｰｽﾞ 90 ﾌﾞﾗｯｸ,足,001,772056,1
S772066I00101,ﾂｰﾀｯｸｶｰｺﾞﾊﾟﾝﾂ ﾌﾞﾙｰﾉｰﾄ 男性用 F,枚,001,772066,1
S772066I00102,ﾂｰﾀｯｸﾊﾟﾝﾂ ﾌﾞﾙｰﾉｰﾄ 男性用 F,枚,001,772066,1
S772066I00103,ﾈｰﾑ(社名) F,,001,772066,1
S772066I00104,ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ 4L F,枚,001,772066,1
S772066I00105,ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ M・L 女性用 F,枚,001,772066,1
S772066I00106,ﾌﾞﾙｿﾞﾝ ﾌﾞﾙｰﾉｰﾄ 男性用 F,枚,001,772066,1
S772066I00107,安全靴 F,足,001,772066,1
S772066I00108,防寒着 F,枚,001,772066,1
S780015D00101,人材派遣　7時間,,001,780015,1
S780015D00102,人材派遣　交通費,,001,780015,1
S781016D00101,TNA-1100H ﾀｽｺｼﾞｬﾊﾟﾝﾃﾞｼﾞﾀﾙ温度計,,001,781016,1
S781026I00101,1.5㎏ 分銅 校正,個,001,781026,1
S781026I00102,10g 分銅 校正,個,001,781026,1
S781026I00103,1m 金尺 校正,本,001,781026,1
S781026I00104,2㎏ 分銅 校正,個,001,781026,1
S781026I00105,500g 分銅 校正,個,001,781026,1
S781026I00201,ALLEX ﾊﾝﾏｰへらY型斜め刃6,本,001,781026,1
S781026I00202,L型ﾚﾝﾁ(TONE) BL-08,本,001,781026,1
S781026I00203,L型ﾚﾝﾁ(TONE) BL-10,本,001,781026,1
S781026I00204,Rﾋﾟﾝ 16φ用 B88-0016(30本入),ﾊﾟｯｸ,001,781026,1
S781026I00205,TRUSCOﾎﾞｰﾙﾎﾟｲﾝﾄ六角棒ﾚﾝﾁ ﾛﾝｸﾞ対辺5mm,本,001,781026,1
S781026I00206,Vﾍﾞﾙﾄ A-53,本,001,781026,1
S781026I00207,Vﾍﾞﾙﾄ B-88(ｽﾀﾝﾀﾞｰﾄﾞﾀｲﾌﾟ),本,001,781026,1
S781026I00208,Vﾍﾞﾙﾄ B-94(ｽﾀﾝﾀﾞｰﾄﾞﾀｲﾌﾟ),本,001,781026,1
S781026I00209,ｱｲﾗﾝﾌﾟ RF220V 90WH(100W形),個,001,781026,1
S781026I00210,ｱｲﾗﾝﾌﾟ屋外用散光形,個,001,781026,1
S781026I00211,ｱｸﾘﾙｶﾊﾞｰ(ﾙｰﾍﾟPEAK),個,001,781026,1
S781026I00212,ｱｻﾀﾞ ﾛｷｼｰ 400Lｷｯﾄ R35780(ﾛｳ付ﾊﾞｰﾅｰ),ｾｯﾄ,001,781026,1
S781026I00213,ｱﾏﾉ ﾀｲﾑｶｰﾄﾞ TAｶｰﾄﾞ 565-841,cs,001,781026,1
S781026I00214,ｳﾚﾀﾝﾌﾞﾚｰﾄﾞﾎｰｽ TUB-8550 8.5x12.5x50m,巻,001,781026,1
S781026I00215,ｳﾚﾀﾝﾌﾞﾚｰﾄﾞﾎｰｽ(ﾄﾗｽｺ) TUB-8530,巻,001,781026,1
S781026I00216,ｴｱｰｶﾞﾝﾚﾊﾞｰﾌﾟﾗｸﾞ付(KURITA)AG45LP,個,001,781026,1
S781026I00217,ｴｱｰｼﾘﾝﾀﾞ (CKD) COVP2-N-FA50-B50-2,個,001,781026,1
S781026I00218,ｴｱｰｼﾘﾝﾀﾞｰ CKD COVP2-N-FA50-B50-2,個,001,781026,1
S781026I00219,ｴｱｰﾌｨﾙﾀｰ(SMC) ACG30-02G1,個,001,781026,1
S781026I00221,ｸｰﾗﾝﾄﾗｲﾅｰ(1/4ｽｲﾍﾞﾙﾉｽﾞﾙ)CL-2N12(10個),個,001,781026,1
S781026I00222,ｸｰﾗﾝﾄﾗｲﾅｰ(1/4ﾌﾚｱﾉｽﾞﾞﾙ)CL-2C02(10個),個,001,781026,1
S781026I00223,ｺﾞﾑｷｬｽﾀｰ TYSｼﾘｰｽﾞ,個,001,781026,1
S781026I00224,ｺﾝｾﾝﾄｺﾈｸﾀｰ ｵｽ WH4415,個,001,781026,1
S781026I00225,ｺﾝｾﾝﾄｺﾈｸﾀｰ ﾒｽ WH4615,個,001,781026,1
S781026I00226,ｺﾝﾋﾞﾈｰｼｮﾝﾌﾟﾗｲﾔ CP-200 TONE,個,001,781026,1
S781026I00227,ｽﾌﾟﾘﾝｸﾞﾎｰｽ 8x13.5,ｍ,001,781026,1
S781026I00228,ｿｹｯﾄﾅｯﾄｶﾌﾟﾗｰ,個,001,781026,1
S781026I00229,ｿﾌﾄ99ｺｰﾎﾟﾚｰｼｮﾝ ｼﾘｺﾝ ｵﾌ,本,001,781026,1
S781026I00230,ﾁﾖﾀﾞ ﾁｭｰﾌﾞｶｯﾀｰ TC-16,個,001,781026,1
S781026I00231,ﾃﾞｼﾞﾀﾙﾉｷﾞｽ E-LSM15B,個,001,781026,1
S781026I00232,ﾃﾞｼﾞﾀﾙ表示温度調節計 FJ02-M*NN-NN/A,個,001,781026,1
S781026I00233,ﾅｯﾄｶﾌﾟﾗ(日東) 85PN,個,001,781026,1
S781026I00234,ﾅｯﾄｶﾌﾟﾗ(日東) 85SN,個,001,781026,1
S781026I00235,ﾈｼﾞﾘﾌﾞﾗｼ TB-5722,本,001,781026,1
S781026I00236,ﾈｼﾞﾘﾌﾞﾗｼ TB-5723,本,001,781026,1
S781026I00237,ﾊﾟｰﾂｸﾘｰﾅｰ(KURE) 840ml NO1422,本,001,781026,1
S781026I00238,ﾊｲｶﾌﾟﾗ 30PF,個,001,781026,1
S781026I00239,ﾊｲｶﾌﾟﾗ 30SM,個,001,781026,1
S781026I00240,ﾊｲｶﾌﾟﾗ(日東) 30PN,個,001,781026,1
S781026I00241,ﾊｲｶﾌﾟﾗ(日東) 30SN,個,001,781026,1
S781026I00242,ﾌｫｰｸ端子 TME1.25Y-4SL,本,001,781026,1
S781026I00243,ﾌﾟﾗｸﾞｶﾌﾟﾗｰ,個,001,781026,1
S781026I00244,ﾌﾞﾚｰｷﾊﾟｰﾂｸﾘｰﾅｰ BPC JZA(30本入),箱,001,781026,1
S781026I00245,ﾌﾚｺﾝﾊﾞｯｸ 1t用,set,001,781026,1
S781026I00246,ﾎｰｽ 15*22 10m,ｍ,001,781026,1
S781026I00247,ﾎｰｽﾊﾞﾝﾄﾞ,個,001,781026,1
S781026I00248,ﾏｸﾞﾈｯﾄ FUJI SC-4-1 ｺｲﾙAC200V 1A,個,001,781026,1
S781026I00249,ﾐﾆﾆｯﾊﾟ (ﾌｼﾞ矢) FMN-125HS,個,001,781026,1
S781026I00250,ﾒﾘｰｶｯﾀｰ SX5,本,001,781026,1
S781026I00251,ﾒﾘｰｶｯﾀｰ SX5 替刃,本,001,781026,1
S781026I00252,ﾒﾘｰﾊﾞﾈ MBN-11(5個入り),袋,001,781026,1
S781026I00253,ﾓﾝｷｰﾚﾝﾁ TRM-250 ﾄﾗｽｺ,本,001,781026,1
S781026I00254,ﾛﾝｸﾞ六角棒ﾚﾝﾁｾｯﾄ GXL-8S,ｾｯﾄ,001,781026,1
S781026I00255,開閉器(富士電機) SC-5-1,個,001,781026,1
S781026I00256,蛍光管(日立製）FLR40SW/M/36-B,本,001,781026,1
S781026I00257,三ッ星ｽﾀﾝﾀﾞｰﾄﾞ Vﾍﾞﾙﾄ M-19,本,001,781026,1
S781026I00258,三ッ星ｽﾀﾝﾀﾞｰﾄﾞ Vﾍﾞﾙﾄ M-20,本,001,781026,1
S781026I00259,軸付ﾎｲﾙﾌﾞﾗｼ TB-6224,本,001,781026,1
S781026I00260,樹脂 ﾁｭｰﾌﾞｶｯﾀｰ 37替刃 JTCE37,枚,001,781026,1
S781026I00261,樹脂 ﾁｭｰﾌﾞｶｯﾀｰ JTC-37,丁,001,781026,1
S781026I00262,樹脂板 PB-SX5（ﾒﾘｰ）,枚,001,781026,1
S781026I00263,集塵機(490S)用T型吸い口 122512-4,個,001,781026,1
S781026I00264,集塵機(490S)用ﾎｰｽ A-33532,本,001,781026,1
S781026I00265,集塵機(490S)用丸ﾌﾞﾗｼ No.191657-9,個,001,781026,1
S781026I00266,潤滑剤 PN55 ㈱ﾀｲﾎｰｺｰｻﾞｲ製,本,001,781026,1
S781026I00267,真鍮ﾌﾞﾗｼ TB-5008-10,本,001,781026,1
S781026I00268,真鍮ﾌﾞﾗｼ TB-5722,本,001,781026,1
S781026I00269,直尺 (ｼﾝｸ製) 校正,式,001,781026,1
S781026I00270,粘着ﾃｰﾌﾟ(日東) 0.13x50x10,個,001,781026,1
S781026I00271,防水ｺﾞﾑﾌﾟﾗｸﾞ 引掛接地3P 20A 250V,個,001,781026,1
S781026I00272,木柄真鍮ﾌﾞﾗｼ 4行 TB-5008-10,本,001,781026,1
S781026I00273,溶接棒 Z-44 3.2x350mm,本,001,781026,1
S781026I00274,六角棒ﾚﾝﾁｾｯﾄ(ﾄﾗｽｺ) GXB-7S,ｾｯﾄ,001,781026,1
S781026I00275,ｳﾚﾀﾝﾌﾞﾚｰﾄﾞﾎｰｽ 8.5x12.5x30m,巻,001,781026,1
S781026I00276,ｸｰﾗﾝﾄﾎｰｽ CL-2H015,個,001,781026,1
S781026I00277,熱風加工機 ﾌﾟﾗｼﾞｪｯﾄ(SURE)温度可変式,個,001,781026,1
S781026I00278,ﾈｵﾗｲﾄ φ38,ｍ,001,781026,1
S781026I00279,ｽﾌﾟﾘﾝｸﾞﾎｰｽ(ﾌﾟﾗｽﾃｨｯｸ)8m/m 50m,巻,001,781026,1
S781026I00280,ﾛｰﾀﾘｰ式 ﾗｲﾝｶﾌﾟﾗ (日東),個,001,781026,1
S781026I00281,ｳﾚﾀﾝﾌﾞﾚｰﾄﾞﾎｰｽ 8.5x12.5x50m,巻,001,781026,1
S781026I00282,ﾌｧｲﾌﾞﾒｲﾙﾌﾞﾗﾝﾁﾜｲ(ﾁﾖﾀﾞ)F6-03MY,個,001,781026,1
S781026I00283,ｸｰﾗﾝﾄﾗｲﾅｰ 1/4 P-CL-2N01 (10個),個,001,781026,1
S781032I00101,IPVC8044007 RB54424 1323 BR,kg,001,781032,1
S781032I00102,IPVC8046007 RB54424 1463 DG,kg,001,781032,1
S783016I00101,BH-9(長さ2030mm) R,枚,001,783016,1
S783016I00102,BH-9(長さ900mm) R,枚,001,783016,1
S783016I00103,BH-9(長さ650mm) R,枚,001,783016,1
S783016I00201,ｻｲﾄﾞｹｰｽ R,枚,001,783016,1
S783016I00202,ｻｲﾄﾞﾊﾟｯﾄ R,枚,001,783016,1
S790015B00101,膨張性黒鉛 業務手数料,,001,790015,1
S790025I00101,EAC-700型切断機部品 ﾁｬｯｸ用六角ﾎﾞﾙﾄ,個,001,790025,1
S790025I00102,EAC-700型切断機部品 突出装置固定ﾉﾌﾞ,個,001,790025,1
S790025I00103,EAC-700型切断機用 ｼﾘﾝﾀﾞｰ用ﾊﾞﾙﾌﾞ,個,001,790025,1
S790025I00104,GM50 押出機用部品 ｱｲﾎﾞﾙﾄｾｯﾄ(1台分),本,001,790025,1
S790025I00105,GM50-28用部品 ｼﾘﾝﾀﾞｰﾍｯﾄﾞ用ﾋｰﾀ,本,001,790025,1
S790025I00106,TAE-6J 基板,式,001,790025,1
S790025I00107,TAE-6J型 ﾎｯﾊﾟｰﾛｰﾀﾞｰ部品 ﾎｯﾊﾟｰﾊﾟｯｷﾝ,個,001,790025,1
S790025I00108,ｸﾘｯﾌﾟﾍﾞﾙﾄ(引取ﾍﾞﾙﾄ)TUST-75特殊型,本,001,790025,1
S790025I00109,熱電対(J) F20-20000P,式,001,790025,1
S790025I00110,熱電対J-F20-3000P(温調棒),本,001,790025,1
S790025I00111,熱電対J-F20-3000T(温調棒),本,001,790025,1
S790035B00101,火防 幅10mmxt=1.2mm用ﾃｰﾌﾟ治具,,001,790035,1
S790035D00101,平安伸銅向け家具安定板治具,,001,790035,1
S790045D00101,ｼﾞｭｳﾃﾞﾝﾎｺﾞｶﾊﾞｰ支柱用,,001,790045,1
S790051D00101,火防ﾛｺﾞ提案･製作･修正,式,001,790051,1
S790051D00201,名刺代　　100枚,ｾｯﾄ,001,790051,1
S790051H00101,ﾚﾝﾀﾙｻｰﾊﾞｰ利用料,式,001,790051,1
S790051H00102,ﾎｰﾑﾍﾟｰｼﾞ管理料,式,001,790051,1
S790051H00103,自社製品開発のﾌﾞﾗﾝﾃﾞｨﾝｸﾞ支援及び指導,式,001,790051,1
S790051I00101,清水雄一 名刺代 100枚 別途運賃,,001,790051,1
S790056B00101,960×180×150(PW771),枚,001,790056,1
S790056B00102,3K22922用 1070*110*70 (ｼﾝｸﾞﾙ),枚,001,790056,1
S790056B00201,段ﾎﾞｰﾙ 外箱 400φ 405x405x155 /200枚,枚,001,790056,1
S790056B00202,丸穴ﾊﾟｯﾄ 400φ 1.530x250x160 / 500枚,枚,001,790056,1
S790056B00301,段ﾎﾞｰﾙ 外箱460φ 内寸460x460x165,枚,001,790056,1
S790056B00302,丸穴ﾊﾟｯﾄ 460φ / 500枚,枚,001,790056,1
S790056I00101,1450×205×105(PW655)次回単価確認,枚,001,790056,1
S790056I00102,1450×210×110(PW655),枚,001,790056,1
S790056I00103,2800*100 次回単価確認,枚,001,790056,1
S790056I00104,2900*100　95*95*2900,枚,001,790056,1
S790056I00105,3050x100 95*95*3040,枚,001,790056,1
S790056I00106,3150*90*90 次回単価確認,枚,001,790056,1
S790056I00107,730*730*120(ﾈﾎﾟﾝ用),枚,001,790056,1
S790056I00108,800*800*150(ﾈﾎﾟﾝ用),枚,001,790056,1
S790056I00109,800*800*170 次回単価確認,枚,001,790056,1
S790056I00110,A-14 1585*100*57,枚,001,790056,1
S790056I00111,A-14 1880*100*57,枚,001,790056,1
S790056I00112,A-14 1950*100*57,枚,001,790056,1
S790056I00113,A-14 2240*100*57,枚,001,790056,1
S790056I00114,B-3 ｽﾉｺ A-2 1050ｘ201ｘ154,枚,001,790056,1
S790056I00115,B-3ｹｰｽ(L=1010)※4/1以降 単価確認,枚,001,790056,1
S790056I00116,BH-9(長さ650mm) X,枚,001,790056,1
S790056I00117,cqm-3(三洋 ｽﾍﾟｰｻｰ用),枚,001,790056,1
S790056I00118,LEDｹｰｽ 325*210*1125,枚,001,790056,1
S790056I00119,MZｹｰｽ 500*200*500,枚,001,790056,1
S790056I00120,MZﾊﾟｯﾄ 195*0*360,枚,001,790056,1
S790056I00121,PCﾊﾟｲﾌﾟｹｰｽ 250*245*1250,枚,001,790056,1
S790056I00122,UPT-10E-SE 210*820*820,枚,001,790056,1
S790056I00123,WF 1525*108*115,枚,001,790056,1
S790056I00124,wf 無地 2660 80*90*2490,枚,001,790056,1
S790056I00125,ｶﾞﾗｽﾊﾟｯｷﾝ 450*310*450,枚,001,790056,1
S790056I00126,ｶﾞﾗｽﾗｲﾅｰ 450*450*125(硝子受台用),枚,001,790056,1
S790056I00127,ｼﾝｸﾞﾙ板 300*300,枚,001,790056,1
S790056I00128,ｾﾝｻｰﾚｰﾙｶﾊﾞｰ  AF2300*145*145,枚,001,790056,1
S790056I00129,ﾀﾞﾌﾞﾙA式 ｵｰﾊﾞｰﾌﾗｯﾌﾟ(P17ｻｲﾄﾞﾃｰﾌﾟ用),枚,001,790056,1
S790056I00130,ﾆｯｸｽBON 次回単価確認,枚,001,790056,1
S790056I00131,ﾊﾟｯﾄ ｴｰｽ　次回単価確認,枚,001,790056,1
S790056I00132,ﾑｼﾞ 1550*255*210,枚,001,790056,1
S790056I00133,ﾑｼﾞ 2550*140*110,枚,001,790056,1
S790056I00134,ﾑｼﾞ 2626 83*110*2460,枚,001,790056,1
S790056I00135,ﾑｼﾞ 2800 改 125*125*2800,枚,001,790056,1
S790056I00136,ﾑｼﾞ 3690 内部ｶﾊﾞｰ用 75*155*3690,枚,001,790056,1
S790056I00137,ﾒﾙﾂｪﾝ 1600 115*115*1600,枚,001,790056,1
S790056I00138,ﾒﾙﾂｪﾝ 2550 115*115*2550,枚,001,790056,1
S790056I00139,ﾒﾙﾂｪﾝ 3500 115*115*3500,枚,001,790056,1
S790056I00140,ﾒﾙﾂｪﾝ No.1 3850*115*115,枚,001,790056,1
S790056I00141,ﾒﾙﾂｪﾝ NO.2 115*155*3850,枚,001,790056,1
S790056I00142,ﾒﾙﾂｪﾝ No.2(狭い) 60*155*3850,枚,001,790056,1
S790056I00143,ﾒﾙﾂｪﾝ NO.3 115*115*4050,枚,001,790056,1
S790056I00144,書類箱,枚,001,790056,1
S790056I00145,新ｶﾞﾗｽﾊﾟｯｷﾝ 420*420*290 次回単価確認,枚,001,790056,1
S790056I00146,無地 1150 120*120*1150,枚,001,790056,1
S790056I00147,無地 1300 122(巾)*140(高)*1300(長),枚,001,790056,1
S790056I00148,無地 1330 250*150*1330,枚,001,790056,1
S790056I00149,無地 1415 120*120*1415,枚,001,790056,1
S790056I00150,無地 1530 250*160*1530,枚,001,790056,1
S790056I00151,ﾌｧｽﾅｰｶﾞｰﾄﾞ1670 1670x110x68,枚,001,790056,1
S790056I00152,無地 1750　次回単価確認,枚,001,790056,1
S790056I00153,無地 2020 85*55*2020,枚,001,790056,1
S790056I00154,無地 2050　次回単価確認,枚,001,790056,1
S790056I00155,無地 2070 120*120*2070,枚,001,790056,1
S790056I00156,無地 2100　次回単価確認,枚,001,790056,1
S790056I00157,無地 2100改 115*115*2100,枚,001,790056,1
S790056I00158,無地 2250　次回単価確認,枚,001,790056,1
S790056I00159,無地 2366 2200L*83W*110H,枚,001,790056,1
S790056I00160,無地 2366(ｽﾎﾟｯﾄ) 次回単価確認,枚,001,790056,1
S790056I00161,無地 2380 120*120*2380,枚,001,790056,1
S790056I00162,ﾌｧｽﾅｰｶﾞｰﾄﾞ2450 110*70*2450,枚,001,790056,1
S790056I00163,X 無地 2800*125*125 次回単価確認 X,枚,001,790056,1
S790056I00164,無地 3200　105*105*3200,枚,001,790056,1
S790056I00165,無地 3200 改 3200*125*125 単価確認,枚,001,790056,1
S790056I00166,無地 3550 115*115*3550,枚,001,790056,1
S790056I00167,無地 3680*66*145 次回単価確認,枚,001,790056,1
S790056I00168,X 無地 B-1 160*120*2030 X,枚,001,790056,1
S790056I00169,X 無地 B-1（長）160*120*3200 X,枚,001,790056,1
S790056I00170,無地 B-3 201*154*2030,枚,001,790056,1
S790056I00171,無地 NO.10 次回単価確認,枚,001,790056,1
S790056I00172,無地 NO.4 290*260*540,枚,001,790056,1
S790056I00173,無地 NO.6 630*180*160,枚,001,790056,1
S790056I00174,無地 No.6 700*180*160,枚,001,790056,1
S790056I00175,B-3(WF) 670x201x154,枚,001,790056,1
S790056I00181,無地 ｴｰｽ　次回単価確認,枚,001,790056,1
S790056I00182,ﾁｬｯｸG 2620(103W*62H),枚,001,790056,1
