表示,商品ｺｰﾄﾞ,商品名,商品名索引,単位,製品長さ(mm),ｶｯﾄ長さ(mm),得意先(検索)ｺｰﾄﾞ
0,734242B000102,火防(熱膨張材) ITS-B001 W10xt=2.4,ITS-B001ﾈﾂ,M,0,0,734242
