表示ｺｰﾄﾞ,新商品ｺｰﾄﾞ案,商品名,商品名索引,単位,製品長さ(mm),ｶｯﾄ長さ(mm),得意先(検索)ｺｰﾄﾞ
1,733042I000201,ﾌﾟﾛﾌｧｲﾙ樹脂ｶﾊﾞｰ(硬質2色)/300m以上,ﾌﾟﾙﾌｧｲﾙ,ｍ,0,0,733042
0 ,733042I000202,ﾌﾟﾛﾌｧｲﾙ樹脂ｶﾊﾞｰ(硬質2色)/1000m以上,ﾌﾟﾙﾌｧｲﾙ,ｍ,0,0,733042
0 ,733042I000203,ﾌﾟﾛﾌｧｲﾙ樹脂ｶﾊﾞｰ(硬質2色)/3000m以上,ﾌﾟﾙﾌｧｲﾙ,ｍ,0,0,733042
0 ,733042I000110,ｺｰﾅｰ用ﾃﾞｨﾌｭｰｻﾞｰ① L=169.7mm ｶｯﾄ加工,ﾌﾟﾙﾌｧｲﾙ,本,0,0,733042
0 ,733042I000111,ｺｰﾅｰ用ﾃﾞｨﾌｭｰｻﾞｰ② L=169.7mm ｶｯﾄ加工,ﾌﾟﾙﾌｧｲﾙ,本,0,0,733042
1,733042I001101,PFM-FXC L=1000mm 300m/回,ﾌﾟﾙﾌｧｲﾙ,ｍ,0,0,733042
0 ,733042I001102,PFM-FXC L=1010mm 263本/回,PFM,本,0,0,733042
1,733042I001103,PFMﾃﾞｨﾌｭｰｻﾞｰ L=1000mm 300m/回,PFM,ｍ,0,0,733042
1,733042I001104,PFMﾃﾞｨﾌｭｰｻﾞｰ L=210mm 15本/回,PFM,本,0,0,733042
1,733042I001105,PFMﾃﾞｨﾌｭｰｻﾞｰ L=310mm 3本/回,PFM,本,0,0,733042
1,733042I001106,PFMﾃﾞｨﾌｭｰｻﾞｰ L=610mm 20本/回,PFM,本,0,0,733042
1,733042I001107,PFMﾃﾞｨﾌｭｰｻﾞｰ L=810mm 7本/回,PFM,本,0,0,733042
1,733042I001108,PFMﾃﾞｨﾌｭｰｻﾞｰ L=910mm 11本/回,PFM,本,0,0,733042
1,733042I001109,PFMﾃﾞｨﾌｭｰｻﾞｰ L=1160mm 191本/回,PFM,本,0,0,733042
1,733042I001110,PFMﾃﾞｨﾌｭｰｻﾞｰ L=2530mm 120本/回,PFM,本,0,0,733042
1,733042I001111,PFMﾃﾞｨﾌｭｰｻﾞｰ L=1030mm 300m/回,PFM,本,0,0,733042
1,733042I001112,PFMﾃﾞｨﾌｭｰｻﾞｰ L=1530mm 300m/回,PFM,本,0,0,733042
1,733042I001113,PFMﾃﾞｨﾌｭｰｻﾞｰ L=2530mm 300m/回,PFM,本,0,0,733042
0 ,733042I001114,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 45度 押出,PFM,ｾｯﾄ,0,0,733042
0 ,733042I001115,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 45度 後加工,PFM,ｾｯﾄ,0,0,733042
0 ,733042I001116,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 67.5度 押出,PFM,ｾｯﾄ,0,0,733042
0 ,733042I001117,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 67.5度 後加工,PFM,ｾｯﾄ,0,0,733042
1,733042I001118,PFM-D L=1000mm 1000m/回,PFM,ｾｯﾄ,0,0,733042
1,733042I001119,PFM-D L=1030mm,PFM,ｾｯﾄ,0,0,733042
1,733042I001120,PFM-D L=1530mm,PFM,ｾｯﾄ,0,0,733042
1,733042I001121,PFM-D L=2530mm,PFM,本,0,0,733042
0 ,733042I001122,PFS-D 特寸ｻｲｽﾞｶｯﾄ品,PFS-Dﾄｸｽﾝ,本,0,0,733042
0 ,733042I001123,PFS-D 特寸ｻｲｽﾞｶｯﾄ品 長さ調整費用,PFS-Dﾄｸｽﾝ,式,0,0,733042
1,734022I000101,低温発泡ｼｰﾄ(LE07)150mmxT2mm ｼｰﾄ10枚,ﾃｲｵﾝﾊｯﾎﾟｳ,式,0,0,734022
0 ,734022I000102,低温発泡ｼｰﾄ(LE07)150mmxT2mm ｼｰﾄ20枚,ﾃｲｵﾝﾊｯﾎﾟｳ,式,0,0,734022
0 ,734022I000103,低温発泡ｼｰﾄ(LE07)150mmxT2mm ｼｰﾄ30枚,ﾃｲｵﾝﾊｯﾎﾟｳ,式,0,0,734022
0 ,734022I000201,低温発泡ﾍﾟﾚｯﾄ(LE07) 500gの単価,ﾃｲｵﾝﾊｯﾎﾟｳ,式,0,0,734022
0 ,734022I000202,低温発泡ﾍﾟﾚｯﾄ(LE07) 1000gの単価,ﾃｲｵﾝﾊｯﾎﾟｳ,式,0,0,734022
1,734031D000101,側面発光LEDﾃｰﾌﾟ2色 L=1820mm(560本～),ｿｸﾒﾝﾊｯｺｳLE,本,1820,1830,734031
0 ,734031D000201,側面発光LEDﾃｰﾌﾟ中空L=1820mm(280本～),ｿｸﾒﾝﾊｯｺｳLE,,1820,1890,734031
0 ,734031D000203,側面発光LEDﾃｰﾌﾟ中空L1820mm(1120本～),ｿｸﾒﾝﾊｯｺｳLE,,1820,1890,734031
1,734042I000101,PCﾊﾟｲﾌﾟ 2.6x4.0x1100,PCﾊﾟｲﾌﾟ,本,0,0,734042
1,734042I000201,PCﾊﾟｲﾌﾟ 3.2x5.0x800,PCﾊﾟｲﾌﾟ,本,0,0,734042
0 ,734042I000202,PCﾊﾟｲﾌﾟ 3.2x5.0x1000(50本未満),PCﾊﾟｲﾌﾟ,式,0,0,734042
1,734042I000203,PCﾊﾟｲﾌﾟ 3.2x5.0x1000,PCﾊﾟｲﾌﾟ,本,0,0,734042
1,734042I000204,PCﾊﾟｲﾌﾟ 3.2x5.0x1300,PCﾊﾟｲﾌﾟ,本,0,0,734042
1,734042I000301,PCﾊﾟｲﾌﾟ 4.2x6.0x138.5,PCﾊﾟｲﾌﾟ,本,0,0,734042
1,734042I000302,PCﾊﾟｲﾌﾟ 4.2x6.0x800,PCﾊﾟｲﾌﾟ,本,0,0,734042
1,734042I000303,PCﾊﾟｲﾌﾟ 4.2x6.0x1000,PCﾊﾟｲﾌﾟ,本,0,0,734042
1,734042I000401,PCﾊﾟｲﾌﾟ 4.3x7.0x1000,PCﾊﾟｲﾌﾟ,本,0,0,734042
1,734042I000501,PC記号片ｹｰｽBC262C240HO1 L=1060 1000ﾎ,ｷｺﾞｳﾍﾝ,本,0,0,734042
0 ,734042I000502,PC記号片ｹｰｽBC262C240H01 L=1060 1000-,PCｷｺﾞｳﾍﾝｹｰ,本,0,0,734042
1,734042I000601,TE-T記号片 Z909457-1 L=1000 1000本/,ｷｺﾞｳﾍﾝ,本,0,0,734042
0 ,734042I000602,TE-T記号片 Z909457-1 L=1000 1000本～,ｷｺﾞｳﾍﾝ,本,0,0,734042
1,734042I000701,TE記号片ｹｰｽ B892488-1,ｷｺﾞｳﾍﾝ,本,0,0,734042
0 ,734042I000702,TE用記号片ｹｰｽ(B892488-1 L=1020 500本,TEｷｺﾞｳﾍﾝ,本,0,0,734042
0 ,734042I000703,TE用記号片ｹｰｽ(B892488-1) L=1020 1000,TEｷｺﾞｳﾍﾝ,本,0,0,734042
0 ,734042I000704,TE用記号片ｹｰｽ(B892488-1) L=1020 2000,TEｷｺﾞｳﾍﾝ,本,0,0,734042
1,734042I000501,Uﾎﾟﾘﾏｰ丸棒　8φx1000,,本,0,0,734042
1,734042I000601,Uﾎﾟﾘﾏｰﾊﾟｲﾌﾟ　8.5x6.5x1000L,,本,0,0,734042
1,734042I000602,Uﾎﾟﾘﾏｰﾊﾟｲﾌﾟ 13.2x10.2x1000L,,本,0,0,734042
1,734042I000701,記号紙ｶﾊﾞｰ　1T-5x1200L　2000本/回,ｷｺﾞｳﾍﾝ,本,0,0,734042
0 ,734042I000702,記号紙ｶﾊﾞｰ 1T-5x1200L L=120 2000本～,ｷｺﾞｳｼｶﾊﾞｰ,本,0,0,734042
1,734042I000801,新記号片ｹｰｽ BG940C044G01 L=1120,ｼﾝｷｺﾞｳﾍﾝｶﾊ,本,0,0,734042
1,734072I000101,格子本体6mm 023383(ﾐﾙｷｰﾎﾜｲﾄ) L=2000,ｺｳｼﾎﾝﾀｲ6mm,本,0,0,734072
1,734072I000201,格子本体6mm 023884(ｱｲﾎﾞﾘｰ) L=2000,ｺｳｼﾎﾝﾀｲ6mm,本,0,0,734072
1,734072I000301,格子本体6mm 081947(ﾌﾞﾛﾝｽﾞ) L=2000,ｺｳｼﾎﾝﾀｲ6mm,本,0,0,734072
1,734072I000401,格子本体6mm 930229(黒) L=2000,ｺｳｼﾎﾝﾀｲ6mm,本,0,0,734072
1,734072I000501,格子本体6mm HUV2540A(SGY) L=2000,ｺｳｼﾎﾝﾀｲ6mm,本,0,0,734072
1,734072I001101,12mm格子本体(K-3)0D7960(ｼﾛ) L=3000,12mmｺｳｼﾎﾝﾀ,本,0,0,734072
1,734072I001201,12mm格子本体(K-3)CB430(MW) L=3000,12mmｺｳｼﾎﾝﾀ,本,0,0,734072
1,734072I001301,12mm格子本体(K-3)7D5750ﾌﾞﾛﾝｽﾞ L=3000,12mmｺｳｼﾎﾝﾀ,本,0,0,734072
1,734072I001401,12mm格子本体(K-3)9D8030(黒) L=3000,12mmｺｳｼﾎﾝﾀ,本,0,0,734072
1,734072I001501,12mm格子本体(K-3)MADT90(SGY) L=3000,12mmｺｳｼﾎﾝﾀ,本,0,0,734072
1,734072I001601,12mm格子本体(K-3)2色 L=3000/ｶｸﾆﾝ,12mmｺｳｼﾎﾝﾀ,本,0,0,734072
1,734072I001701,Kｺｰﾅｰ(格子本体6mm用) 2000個/回,Kｺｰﾅｰ,個,0,0,734072
1,734072I002101,12mm格子用Kｺｰﾅｰ 1000個/回,Kｺｰﾅｰ,個,0,0,734072
1,734072I002201,12mm格子用Kｺｰﾅｰ SYG 1000個/回,Kｺｰﾅｰ,個,0,0,734072
1,734072I002301,12mm格子用Kｺｰﾅｰ ｱｲﾎﾞﾘｰ 1000個/回,Kｺｰﾅｰ,個,0,0,734072
1,734072I002401,12mm格子用Kｺｰﾅｰ ﾌﾞﾛﾝｽﾞ 1000個/回,Kｺｰﾅｰ,個,0,0,734072
0 ,734072I002501,12mm格子用Sｺｰﾅｰ 9000個/回 ｶｸﾆﾝ,Sｺｰﾅｰ,個,0,0,734072
1,734072I003101,6mm Sｺｰﾅｰ 10000個/回,Sｺｰﾅｰ,個,0,0,734072
1,734072I003201,ｺ型ｶﾞｲﾄﾞ L=2400,ｺｶﾞﾀｶﾞｲﾄﾞ,本,0,0,734092
1,734102D000101,DM-16 ｲﾝﾅｰﾁｭｰﾌﾞ L=221*,,,221,221,734102
1,734102D000201,DM-18 ｲﾝﾅｰﾁｭｰﾌﾞ L=258 ＊,,,258,258,734102
1,734102D000301,240用ｲﾝﾅｰﾁｭｰﾌﾞ L=240*,,,240,240,734102
1,734102D000401,260用ｲﾝﾅｰﾁｭｰﾌﾞ L=84 *,,,84,84,734102
1,734102D000402,260用ｲﾝﾅｰﾁｭｰﾌﾞ L=210 *,,,210,210,734102
1,734102D001101,Rｷｬﾘｰ用ｲﾝﾅｰﾁｭｰﾌﾞ(赤) L=1028*,,,0,0,734102
1,734102D001201,Rｷｬﾘｰ用ｲﾝﾅｰﾁｭｰﾌﾞ(青) L=1028*,,,0,0,734102
1,734102D001301,ﾃﾞﾐｯｸｽ250ｲﾝﾅｰﾁｭｰﾌﾞ L=63,,,0,0,734102
1,734102D001401,ﾃﾞﾐｯｸｽ250ｲﾝﾅｰﾁｭｰﾌﾞ L=169,,,0,0,734102
1,734102D001501,PVCｱｲﾎﾞﾘｰﾄｯﾃ L=3000,,,0,0,734102
1,734102D001601,PEﾊﾟｲﾌﾟﾅﾁｭﾗﾙ φ31x37.5x1890L,,,0,0,734102
1,734102D001701,半硬質PVC透明ﾚｰﾙ,,,0,0,734102
1,734102I001801,PCｶﾊﾞｰ NS-20用 L=990 *I*,,,0,0,734102
1,734102I001901,NS-20用PCｶﾊﾞｰ,NS-20 PC,本,0,0,734102
0 ,734111D000101,8 99123 IHﾌﾚｰﾑｶﾊﾞｰNEWﾌﾘｰｻｲｽﾞ ﾎﾝﾀｲNｶｲ,8 99123 IH,個,2500,2530,734111
0 ,734111D000102,8 99124 IHﾌﾚｰﾑｶﾊﾞｰNEW60cm ﾎﾝﾀｲNｶｲ,IHﾎﾝﾀｲ,個,2200,2230,734111
0 ,734111D000201,8 99125 ﾌﾚｶﾊﾞNEWﾌﾘｰｻｲｽﾞ BRN ﾊﾝｾｲﾋﾝN,8 99125,個,0,0,734111
0 ,734111D000301,8 99126 ﾌﾚｶﾊﾞNEWﾌﾘｰｻｲｽﾞ GRY ﾊﾝｾｲﾋﾝN,8 99126,個,0,0,734111
1,734111D000401,8 99127 IHﾌﾚｰﾑｶﾊﾞｰﾌﾘｰｻｲｽﾞﾎﾝﾀｲ2020,99127,個,2500,2530,734111
0 ,734111D000501,H007 割ﾚﾊﾟｲﾌﾟ滑ﾘ止ﾒ用 3x5 (3ｹｲﾘ),,,0,0,734111
0 ,734111D000502,H026 割ﾚﾊﾟｲﾌﾟ滑ﾘ止ﾒ用 3x5 (4ｹｲﾘ),,,0,0,734111
0 ,734111D000503,H191 割ﾚﾊﾟｲﾌﾟ滑ﾘﾄﾞﾒ用 3x5 (2ｹｲﾘ),,,0,0,734111
0 ,734111D000601,H207 割れﾊﾟｲﾌﾟ滑り止め用6x8,h207 ﾜﾚﾊﾟｲ,,40,40,734111
0 ,734111D000701,S24130 風呂用継ぎ目防水ﾃｰﾌﾟ(防ｶﾋﾞ剤,ﾎﾞｳｶﾋﾞｶﾋﾞ,,2500,2530,734111
1,734131D000101,NJB01230粘着付自在ﾌﾞｯｼｭ30m3.3x4.1有,,巻,30000,30500,734131
1,734131D000201,NJB01630粘着付自在ﾌﾞｯｼｭ30m4.3x4.7有,,巻,30000,30500,734131
1,734131D000301,NJB02430粘着付自在ﾌﾞｯｼｭ30m5.4x5.7 有,,巻,30000,30500,734131
1,734131D000102,NJBN01230粘着付自在ﾌﾞｯｼｭ30m3.3x4.1無,,巻,30000,30500,734131
1,734131D000202,NJBN01630粘着付自在ﾌﾞｯｼｭ30m4.3x4.7無,ﾝ1630ﾈﾝﾁｬｸ,巻,30000,30500,734131
1,734131D000302,NJBN02430粘着付自在ﾌﾞｯｼｭ30m5.4x5.7無,,巻,30000,30500,734131
1,734132I000101,ｴﾝﾋﾞ枠 孵化槽ﾊﾟｯｷﾝｸﾞL=3050,ﾌｶｿｳﾊﾟｯｷﾝ,本,0,0,734132
0 ,734132I000102,孵化層ﾊﾟｯｷﾝ L=3050　400本/回,ﾌｶｿｳﾊﾟｯｷﾝ,本,0,0,734132
1,734141D000101,6932 硬質白ﾊﾟｲﾌﾟ 6x8x1250L,,,0,0,734141
0 ,734154I000101,622033780 ﾚﾝｽﾞ L=1465 100本～,ﾎﾟﾘｶｰﾎﾞﾈｰﾄ,本,0,0,734151
1,734154I000102,622033790-0009 ﾚﾝｽﾞ L=1465mm,ﾎﾟﾘｶｰﾎﾞﾈｰﾄ,本,0,0,734154
1,734154I000103,620408270-0009 ﾚﾝｽﾞ L=3500mm 10本~,ﾎﾟﾘｶｰﾎﾞﾈｰﾄ,本,0,0,734154
1,734154I000201,622033780 ﾚﾝｽﾞ L=1465 ①50本,ﾎﾟﾘｶｰﾎﾞﾈｰﾄ,本,0,0,734151
1,734154I000202,622033790 ﾚﾝｽﾞ L=1645 ②120本,ﾎﾟﾘｶｰﾎﾞﾈｰﾄ,本,0,0,734151
1,734154I000203,620408270 ﾚﾝｽﾞ L=3500mm ③20本,ﾎﾟﾘｶｰﾎﾞﾈｰﾄ,本,0,0,734151
1,734154I000301,6220385600 片ｽﾘｯﾄ板 L=3500 透明/乳白,ｶﾀｽﾘｯﾄ,本,0,0,734151
1,734154I000401,62203788片ｽﾘｯﾄ板 L=1472 乳/乳 ﾌｨﾙﾑ1,ｶﾀｽﾘｯﾄ,本,0,0,734154
1,734154I000402,62203789片ｽﾘｯﾄ板 L=1652 乳/乳 ﾌｨﾙﾑ1,ｶﾀｽﾘｯﾄ,本,0,0,734154
1,734154I000403,62203888片ｽﾘｯﾄ板 L=3500 乳/乳 ﾌｨﾙﾑ1,ｶﾀｽﾘｯﾄ,本,0,0,734154
1,734154I000501,622037680 ｶｸｻﾝﾊﾞﾝ_ｳｽﾆｭｳﾊｸ L=1472,ｶｸｻﾝﾊﾞﾝ,本,0,0,734154
1,734154I000502,622038910 ｶｸｻﾝﾊﾞﾝ_ｳｽﾆｭｳﾊｸ L=1652,ｶｸｻﾝﾊﾞﾝ,本,0,0,734154
1,734154I000503,622038910 ｶｸｻﾝﾊﾞﾝ_ｳｽﾆｭｳﾊｸ L=3500,ｶｸｻﾝﾊﾞﾝ,本,0,0,734154
1,734154I000504,62203789-01ｶｸｻﾝﾊﾞﾝ(乳白)L=1652/100本,ｶｸｻﾝﾊﾞﾝ,本,0,0,734154
1,734162I000101,ﾊﾟｲﾌﾟｺﾞﾑ 12x17x30,ﾊﾟｲﾌﾟｺﾞﾑ,ケ,0,0,734162
1,734162I000201,花形ﾁｭｰﾌﾞ 6φ L=445,ﾊﾅｶﾞﾀﾁｭｰﾌﾞ,本,0,0,734162
1,734162I000202,花形ﾁｭｰﾌﾞ 6φ L=480,ﾊﾅｶﾞﾀﾁｭｰﾌﾞ,本,0,0,734162
1,734162I000203,花形ﾁｭｰﾌﾞ 6φ L=550,ﾊﾅｶﾞﾀﾁｭｰﾌﾞ,本,0,0,734162
1,734162I000204,花形ﾁｭｰﾌﾞ 6φ L=565,ﾊﾅｶﾞﾀﾁｭｰﾌﾞ,本,0,0,734162
1,734162I000205,花形ﾁｭｰﾌﾞ 6φ L=580,ﾊﾅｶﾞﾀﾁｭｰﾌﾞ,本,0,0,734162
1,734162I000206,花形ﾁｭｰﾌﾞ 6φ L=665,ﾊﾅｶﾞﾀﾁｭｰﾌﾞ,本,0,0,734162
0 ,734181D000101,ﾌｧﾌﾞﾃｯｸ巾木FBH01(ｱｲﾎﾞﾘｰ)1000本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0 ,734181D000102,ﾌｧﾌﾞﾃｯｸ巾木FBH01(ｱｲﾎﾞﾘｰ)500本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0 ,734181D000103,ﾌｧﾌﾞﾃｯｸ巾木FBH01(ｱｲﾎﾞﾘｰ)200本,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0 ,734181D000104,ﾌｧﾌﾞﾃｯｸ巾木出隅材FBHDE01(ｱｲﾎﾞﾘｰ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0 ,734181D000105,ﾌｧﾌﾞﾃｯｸ巾木入隅材FBHIR01(ｱｲﾎﾞﾘｰ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0 ,734181D000201,ﾌｧﾌﾞﾃｯｸ巾木FBH02(ﾌﾞﾗｳﾝ)1000本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0 ,734181D000202,ﾌｧﾌﾞﾃｯｸ巾木FBH02(ﾌﾞﾗｳﾝ)500本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0 ,734181D000204,ﾌｧﾌﾞﾃｯｸ巾木出隅材FBHDE02(ﾌﾞﾗｳﾝ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0 ,734181D000205,ﾌｧﾌﾞﾃｯｸ巾木入隅材FBHIR02(ﾌﾞﾗｳﾝ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0 ,734181D000301,ﾌｧﾌﾞﾃｯｸ巾木FBH04(ﾌﾞﾗｯｸ)1000本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0 ,734181D000302,ﾌｧﾌﾞﾃｯｸ巾木FBH04(ﾌﾞﾗｯｸ)500本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0 ,734181D000304,ﾌｧﾌﾞﾃｯｸ巾木出隅材FBHDE04(ﾌﾞﾗｯｸ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0 ,734181D000305,ﾌｧﾌﾞﾃｯｸ巾木入隅材FBHIR04(ﾌﾞﾗｯｸ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,0,0,734181
0 ,734181D000401,ﾌｧﾌﾞﾃｯｸ巾木出隅材(加工費)FBHDE,ﾌｧﾌﾞﾃｯｸ,,0,0,734181
0 ,734181D000402,ﾌｧﾌﾞﾃｯｸ巾木入隅材(加工費)FBHIR,ﾌｧﾌﾞﾃｯｸ,,0,0,734181
0 ,734181D000501,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM01(ｱｲﾎﾞﾘｰ)1000本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0 ,734181D000502,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM01(ｱｲﾎﾞﾘｰ)500本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0 ,734181D000503,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM01(ｱｲﾎﾞﾘｰ)200本,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0 ,734181D000504,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ出隅材FBMDE01(ｱｲﾎﾞﾘｰ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0 ,734181D000505,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ入隅材FBMIR01(ｱｲﾎﾞﾘｰ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0 ,734181D000601,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM02(ﾌﾞﾗｳﾝ)1000本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0 ,734181D000602,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM02(ﾌﾞﾗｳﾝ)500本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0 ,734181D000603,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM02(ﾌﾞﾗｳﾝ)200本,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0 ,734181D000604,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ出隅材FBMDE02(ﾌﾞﾗｳﾝ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0 ,734181D000605,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ入隅材FBMIR02(ﾌﾞﾗｳﾝ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0 ,734181D000701,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM04(ﾌﾞﾗｯｸ) 1000本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0 ,734181D000702,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM04(ﾌﾞﾗｯｸ)500本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0 ,734181D000704,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ出隅材FBMDE04(ﾌﾞﾗｯｸ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0 ,734181D000705,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ入隅材FBMIR04(ﾌﾞﾗｯｸ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0 ,734181D000801,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ出隅材(加工費)FBMDE,ﾌｧﾌﾞﾃｯｸｺｼｶ,,0,0,734181
0 ,734181D000802,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ入隅材(加工費)FBMIR,ﾌｧﾌﾞﾃｯｸｺｼｶ,,0,0,734181
1,734242B000101,火防(熱膨張材) ITS-B001 W10xt=2.4,ITS-B001ﾈﾂ,M,0,0,734241
1,734242B000201,火防(熱膨張材) ITS-WTP39 W10xt=3,ITS-B001ﾈﾂ,M,0,0,734241
1,734252I000101,ﾍﾟｰｽﾄｽｯﾄﾌﾟDP-H型(PS新型大),ﾍﾞｰｽﾄｽﾄｯﾌﾟ,個,0,0,734252
1,734252I000201,ﾍﾟｰｽﾄｽﾄｯﾌﾟDP-K型(PS旧型）,ﾍﾞｰｽﾄｽﾄｯﾌﾟ,個,0,0,734252
1,734252I000301,ﾍﾟｰｽﾄｽﾄｯﾌﾟDP-K型(PS新型),ﾍﾞｰｽﾄｽﾄｯﾌﾟ,個,0,0,734252
1,734252I000401,ﾍﾟｰｽﾄｽﾄｯﾌﾟ高圧旧型,ﾍﾞｰｽﾄｽﾄｯﾌﾟ,個,0,0,734252
1,734252I000501,ﾍﾟｰｽﾄｽﾄｯﾌﾟ高圧新型,ﾍﾞｰｽﾄｽﾄｯﾌﾟ,個,0,0,734252
1,734261D000101,2x3透明ﾁｭｰﾌﾞ,,,0,0,734261
1,734261D000201,PEﾁｭｰﾌﾞ(HDPE) 2.5x4x430L,ﾍﾟﾁｭｰﾌﾞ(hd,本,430,430,734261
0 ,734261D000301,9x25 6分割ﾊﾟｲﾌﾟ L=10m,,,0,0,734261
0 ,734261D000401,PE ｺﾉ字成形品5.5x15 L=100m,,,0,0,734261
1,734261D000501,PEﾁｭｰﾌﾞ(HDPE) 4φx6φx300L,ﾍﾟﾁｭｰﾌﾞ(hd,本,300,300,734261
0 ,734261D000601,ｺﾉ字型 ﾊﾟｯｷﾝ L=200m,,,0,0,734261
1,734261D000701,ﾊｲｾﾞｯｸｽﾁｭｰﾌﾞ 4x6x100m *,,,100000,105000,734261
0 ,734261D000801,ﾊｲｾﾞｯｸｽﾁｭｰﾌﾞ10x11.2 *,,,0,0,734261
1,734261D000901,ﾊｲｾﾞｯｸｽﾊﾟｲﾌﾟ2.5x4 L=300,,,300,300,734261
1,734261D000702,ﾊｲｾﾞｯｸｽﾊﾟｲﾌﾟ4x6 L=100,,,100,100,734261
1,734261D001101,座面 C-BOX L=299,,,0,0,734261
1,734261D001201,難燃性PEﾊﾟｲﾌﾟ8x10 L=100m,,,0,0,734261
1,734261D000703,721741-10050 LDPE 4x6x240L ±10,ldﾍﾟ 4x6x2,本,240,240,734261
1,734271D000101,ｽﾍﾟｰｽｶﾞｰﾄﾞ L=260 1000本,ｽﾍﾟｰｽｶﾞｰﾄﾞ,本,1355,1355,734271
0 ,734291D000101,4576-5381-04 ｽﾎﾟｲﾗｰ,,,220,220,734291
0 ,734291D000201,4576-5381-04EOLZ,4576-5381-,kg,0,0,734291
0 ,734291D000301,A00W-3781-00A ｶﾞｲﾄﾞ板,,,220,220,734291
0 ,734291D000401,A00W-3781-00EOLZ,ｱ00w-3781-,kg,0,0,734291
0 ,734311D000101,ﾌｪﾝﾀﾞｰｶﾞｰﾄﾞ L=1150 黒*,,,1150,1160,734311
0 ,734311D000102,ﾌｪﾝﾀﾞｰｶﾞｰﾄﾞ L=1400 黒*,,,1400,1410,734311
0 ,734311D000201,ﾌｪﾝﾀﾞｰﾊﾟｯｷﾝ(2),,,0,0,734311
0 ,734311D000301,ｽﾋﾟｰｶｰ用ｹﾞﾙ成形品 7.5x8.5,,,0,0,734311
1,734321D000101,W01642 ALB-N 固定ﾋﾞｰﾄ(EVA),,,100000,105000,734321
0 ,734321D000201,SKP-V ﾋﾞﾆｰﾙﾀｲﾄ,,,0,0,734321
0 ,734321D000301,上下窓障子気密ﾋﾞｰﾄ,,,0,0,734321
